Current LGU: LGU Name,LARA Business ID,Account Name,DBA,Address,Type,Status
GAYLORD CITY,0276858,HAMINA GOOD TIME LLC,KARMA TAPROOM,"138 W Main St, Gaylord, MI 49735-1346 United States",Social District,Issued
GAYLORD CITY,242263,"MAINSTREET MARKET GAYLORD, LLC",MAINSTREET MARKET,"148 W Main St, Gaylord, MI 49735-1346",Social District,Issued
GAYLORD CITY,241859,"SNOWBELT BREWING COMPANY, LLC",SNOWBELT BREWING COMPANY,"132 W Main St, Gaylord, MI 49735-2304",Social District,Issued
GAYLORD CITY,223367,STEINBRECHER & STEINBRECHER L.L.C.,MARY'S TAVERN,"330 W Main St, Gaylord, MI 49735-1862",Social District,Issued
GRAND HAVEN CITY,239355,ARMORY BREWING COMPANY LLC,,"17 S 2nd St, Grand Haven, MI 49417-3328",Social District,Issued
GRAND HAVEN CITY,8279,"GRAND HAVEN LODGE NO. 1200, OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS","GRAND HAVEN LODGE NO. 1200, OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS","15 S 3rd St, Grand Haven, MI 49417-1316",Social District,Issued
GRAND HAVEN CITY,3625,"K & V, INC.",TIP A FEW,"10 Franklin Ave, Grand Haven, MI 49417-1332",Social District,Issued
GRAND HAVEN CITY,0264690,LONG ROAD DISTILLERS LLC,LONG ROAD DISTILLERS,"18 Washington Ave, Grand Haven, MI 49417-1353 United States",Social District,Issued
GRAND HAVEN CITY,221192,NAKED TREE CELLARS LLC,,"41 WASHINGTON AVE, GRAND HAVEN, MI 49417-1390 United States",Social District,Issued
GRAND HAVEN CITY,5973,"THE KIRBY GRILL MANAGEMENT COMPANY, INC.",THE KIRBY GRILL,"6 Washington Ave, Grand Haven, MI 49417-1353",Social District,Issued
GRAND HAVEN CITY,234798,"TWELVE CORNERS VINEYARDS, LLC",,"41 Washington Ave, Grand Haven, MI 49417-1569",Social District,Issued
GRAND RAPIDS CITY,244500,"118 FULTON OPERATING, LLC",MEXO,"118 Fulton St E, Grand Rapids, MI 49503-3209 United States",Social District,Issued
GRAND RAPIDS CITY,0263194,150 OTTAWA HOTEL DEVELOPMENT LLC,HYATT PLACE GRAND RAPIDS/DOWNTOWN,"140 Ottawa Ave NW, Grand Rapids, MI 49503-2807 United States",Social District,Issued
GRAND RAPIDS CITY,1885,20 MONROE BUILDING COMPANY LIMITED PARTNERSHIP,THE B.O.B.,"20 Monroe Ave NW, Grand Rapids, MI 49503-6208",Social District,Issued
GRAND RAPIDS CITY,244884,7MG LLC,7 MONKS TAPROOM-GRAND RAPIDS,"740 Michigan St NE, Grand Rapids, MI 49503-2582 United States",Social District,Issued
GRAND RAPIDS CITY,215521,AMWAY HOTEL CORPORATION,COURTYARD BY MARRIOTT,"11 Monroe Ave NW, Grand Rapids, MI 49503-2662",Social District,Issued
GRAND RAPIDS CITY,2134,AMWAY HOTEL CORPORATION,DEVOS PLACE,"245 Monroe Ave NW, Grand Rapids, MI 49503-2200",Social District,Issued
GRAND RAPIDS CITY,6480,AMWAY HOTEL CORPORATION,AMWAY GRAND PLAZA HOTEL,"187 Monroe Ave NW, Grand Rapids, MI 49503-2621",Social District,Issued
GRAND RAPIDS CITY,0260483,AMWAY HOTEL CORPORATION,,"50 Monroe Ave NW, Grand Rapids, MI 49503 United States",Social District,Issued
GRAND RAPIDS CITY,0265478,ARENA SOCIAL PARTNERS LLC,,"25 Ottawa Ave SW, Grand Rapids, MI 49503 United States",Social District,Issued
GRAND RAPIDS CITY,233210,ARKTOS LLC,ARKTOS MEADERY,"442 Bridge St NW, Grand Rapids, MI 49504-5322 United States",Social District,Issued
GRAND RAPIDS CITY,243513,"BEER ME BRO, LLC",CITY BUILT BREWING COMPANY,"820 Monroe Ave NW, Grand Rapids, MI 49503-1442",Social District,Issued
GRAND RAPIDS CITY,244744,"BKKA, LLC",BUFFALO LOUNGE,"952 Fulton St E, Grand Rapids, MI 49503-3572 United States",Social District,Issued
GRAND RAPIDS CITY,143642,"BRIDGE VENTURES, INC.",O'TOOLE'S PUBLIC HOUSE,"448 Bridge St NW, Grand Rapids, MI 49504-5322",Social District,Issued
GRAND RAPIDS CITY,129635,"CANAL STREET BREWING CO., L.L.C.",FOUNDERS BREWING CO.,"235 Grandville Ave SW, Grand Rapids, MI 49503-4037",Social District,Issued
GRAND RAPIDS CITY,245439,"CF GROUP, LLC",ONE BOURBON,"608 Bridge St NW, Grand Rapids, MI 49504-5329",Social District,Issued
GRAND RAPIDS CITY,233204,CHELSEA MARKETING INC.,BOB'S BAR,"723 Michigan St NE, Grand Rapids, MI 49503-3521",Social District,Issued
GRAND RAPIDS CITY,221399,"CINCO DE MAYO, INC.",CINCO DE MAYO MEXICAN GRILLE & BAR,"114 Monroe Center St NW, Grand Rapids, MI 49503-2802",Social District,Issued
GRAND RAPIDS CITY,225671,"CITY FLATS HOTEL GRAND RAPIDS, LLC",CITY FLATS HOTEL,"83 Monroe Center St NW, Grand Rapids, MI 49503-2908",Social District,Issued
GRAND RAPIDS CITY,0270505,CONDADO TACOS 22 LLC (A DELAWARE LIMITED LIABILITY COMPANY),,"449 Bridge St NW, Grand Rapids, MI 49504-5321 United States",Social District,Issued
GRAND RAPIDS CITY,148833,"DENTURES ONE, INC.",BUTCHER'S UNION,"438 Bridge St NW, Grand Rapids, MI 49504-5322",Social District,Issued
GRAND RAPIDS CITY,1399,DONALD WASKER INC.,FLAMINGO LOUNGE,"928 Bridge St NW, Grand Rapids, MI 49504-5538 United States",Social District,Issued
GRAND RAPIDS CITY,232882,"DONKEY, LLC",DONKEY,"665 Wealthy St SE, Grand Rapids, MI 49503-5446",Social District,Issued
GRAND RAPIDS CITY,7828,"DUE NORTH, INC.",Z'S RESTAURANT AND BAR,"168 Louis Campau Promenade NW, Grand Rapids, MI 49503-2687",Social District,Issued
GRAND RAPIDS CITY,0271489,"FIFTEEN TWO, LLC",HOUSE RULES LOUNGE,"400 IONIA AVE SW, GRAND RAPIDS, MI 49503 United States",Social District,Issued
GRAND RAPIDS CITY,0260953,"FRATELLIS, LLC",FRATELLI'S KITCHEN & BAR / FRATELLI'S PIZZA,"443 Bridge St NW, Grand Rapids, MI 49504-5321 United States",Social District,Issued
GRAND RAPIDS CITY,0261838,"FRIESIAN, LLC",THE FRIESIAN GASTRO PUB,"720 Michigan St NE, Grand Rapids, MI 49503-3588 United States",Social District,Issued
GRAND RAPIDS CITY,0270687,"GR BREWING CO., LLC",GR BREWING CO.,"7 Ionia Ave SW, Grand Rapids, MI 49503-4113 United States",Social District,Issued
GRAND RAPIDS CITY,237532,"GR GARAGE BAR & GRILL, LLC",GRAND RAPIDS GARAGE BAR & GRILL,"819 Ottawa Ave NW, Grand Rapids, MI 49503-1429",Social District,Issued
GRAND RAPIDS CITY,238543,"GR HS, LLC",HOMEWOOD SUITES-GRAND RAPIDS,"161 Ottawa Ave NW, Grand Rapids, MI 49503-2701",Social District,Issued
GRAND RAPIDS CITY,240744,"GRAND RAPIDS BEVERAGE, LLC",STEEL CAT,"640 Bridge St NW, Grand Rapids, MI 49504-5334",Social District,Issued
GRAND RAPIDS CITY,0267256,"GRAND RAPIDS HOSPITALITY GROUP, LLC",,"131 Ionia Ave SW, Grand Rapids, MI 49503-5115 United States",Social District,Issued
GRAND RAPIDS CITY,4509,"GRAND RAPIDS-KENT COUNTY CONVENTION/ARENA AUTHORITY & SMG FOOD AND BEVERAGE, LLC (A DELAWARE LIMITED LIABILTY COMPANY)",VAN ANDEL ARENA,"130 Fulton St W, Grand Rapids, MI 49503-2682",Social District,Issued
GRAND RAPIDS CITY,0267553,"GRNOIR, LLC",GRNOIR WINE & JAZZ,"35 S DIVISION AVE, GRAND RAPIDS, MI 49503-5286 United States",Social District,Issued
GRAND RAPIDS CITY,247168,"H I H, INC.",EMBASSY SUITES GRAND RAPIDS DOWNTOWN,"710 Monroe Ave NW, Grand Rapids, MI 49503",Social District,Issued
GRAND RAPIDS CITY,0270681,"HOPCAT GR, LLC",,"25 IONIA AVE SW, GRAND RAPIDS, MI 49503 United States",Social District,Issued
GRAND RAPIDS CITY,197914,HP3 LLC (A DELAWARE LIMITED LIABILITY COMPANY),JW MARRIOT GRAND RAPIDS AND SIX ONE SIX RESTAURANT,"235 Louis St NW, Grand Rapids, MI 49503-2600",Social District,Issued
GRAND RAPIDS CITY,218139,"J&K DOWNTOWN, LLC",PEPPINOS GRILLE PIZZERIA & SPORTS LOUNGE,"130 Ionia Ave SW, Grand Rapids, MI 49503-4115",Social District,Issued
GRAND RAPIDS CITY,224888,"JTM PARTNERS, LLC",PYRAMID SCHEME,"68 Commerce Ave SW, Grand Rapids, MI 49503-4125",Social District,Issued
GRAND RAPIDS CITY,260420,"KELTIC LIQUORS, LLC",HOUSE OF WINE,"53 Monroe Center St NW, Grand Rapids, MI 49503-2901 United States",Social District,Issued
GRAND RAPIDS CITY,0262825,"KROK, LLC",,"218 Pearl St NW, Grand Rapids, MI 49503-2624 United States",Social District,Issued
GRAND RAPIDS CITY,242647,"LIQUID GR, L.L.C.",ATWATER BREWING IN GR,"201 Michigan St NW, Grand Rapids, MI 49503-2503",Social District,Issued
GRAND RAPIDS CITY,236633,LONG ROAD DISTILLERS LLC,,"537 Leonard St NW, Grand Rapids, MI 49504-4263",Social District,Issued
GRAND RAPIDS CITY,239180,"LUNA 64, LLC",LUNA,"64 Ionia Ave SW, Grand Rapids, MI 49503-4190",Social District,Issued
GRAND RAPIDS CITY,0265315,"MC CALLISTER, PENROD AND STONEMAN, LLC",FLANAGAN'S IRISH PUB,"139 PEARL ST, GRAND RAPIDS, MI 49503 United States",Social District,Issued
GRAND RAPIDS CITY,244025,"NEW HOLLAND BREWING COMPANY, L.L.C.",,"417 Bridge St NW, Grand Rapids, MI 49504-5305",Social District,Issued
GRAND RAPIDS CITY,0274548,"NOODLEPIG, LLC",,"601 Bond Ave NW, Grand Rapids, MI 49503-1495 United States",Social District,Issued
GRAND RAPIDS CITY,0259419,"NORTHERN UNITED BREWING COMPANY, LLC",JOLLY PUMPKIN ARTISAN ALES,"428 Bridge St NW, Grand Rapids, MI 49504-5322 United States",Social District,Issued
GRAND RAPIDS CITY,241858,"OCM DEVELOPMENT, LLC",STAN'S TACOS,"67 Ottawa Ave SW, Grand Rapids, MI 49503",Social District,Issued
GRAND RAPIDS CITY,214745,PUBLIC MUSEUM OF WEST MICHIGAN,GRAND RAPIDS PUBLIC MUSEUM,"272 Pearl St NW, Grand Rapids, MI 49504-5351",Social District,Issued
GRAND RAPIDS CITY,223140,"RCB MAIN FLOOR, LLC","RESERVE GR, LLC","201 Monroe Ave NW, Grand Rapids, MI 49503-2212",Social District,Issued
GRAND RAPIDS CITY,0268584,"ROYALS GR, LLC",,"701 Wealthy St SE, Grand Rapids, MI 49503-5538 United States",Social District,Issued
GRAND RAPIDS CITY,4315,"SCHALL AND QUINN, INC.",QUINN & TUITES IRISH PUB,"1535 Plainfield Ave NE, Grand Rapids, MI 49505-4922",Social District,Issued
GRAND RAPIDS CITY,0273621,"SOCIAL MISFITS ? GR, LLC",SOCIAL MISFITS,"43 Fulton St W, Grand Rapids, MI 49503-2688 United States",Social District,Issued
GRAND RAPIDS CITY,0270692,"STELLAS BAR, LLC",,"53 Commerce Ave SW, Grand Rapids, MI 49503-4124 United States",Social District,Issued
GRAND RAPIDS CITY,229262,"THE MITTEN BREWING COMPANY, LLC",,"527 Leonard St NW, Grand Rapids, MI 49504-4278",Social District,Issued
GRAND RAPIDS CITY,244956,THE PEOPLES CIDER COMPANY LLC,,"539 Leonard St NW, Grand Rapids, MI 49504-4257",Social District,Issued
GRAND RAPIDS CITY,237586,"TIN CAN GRAND RAPIDS, LLC",THE TIN CAN,"206 Grandville Ave SW, Grand Rapids, MI 49503-4079",Social District,Issued
GRAND RAPIDS CITY,248181,"U MONROE, LLC",UCCELLO'S,"122 Monroe Center St NW, Grand Rapids, MI 49503-2802 United States",Social District,Issued
GRAND RAPIDS CITY,0271141,WISE MEN DISTILLERY LLC,WISE MEN DISTILLERY,"146 Monroe Center St NW, Grand Rapids, MI 49503-2825 United States",Social District,Issued
GRAND RAPIDS CITY,0273476,WOODROWS GR LLC,,"187 MONROE AVE NW, Grand Rapids, MI 49503 United States",Social District,Issued
GRAND RAPIDS CITY,241264,YOU ENJOY MYSELF LLC,,"1001 Monroe Ave., NW, Grand Rapids, MI 49508",Social District,Issued
GRAND RAPIDS CITY,238785,ZY INC.,PARSLEY MEDITERRANEAN GRILL,"80 Ottawa Ave NW, Grand Rapids, MI 49503-6206",Social District,Issued
GRAND RAPIDS CITY,239386,"RENIS IV, L.L.C.",SLOW'S BAR-B-Q,"435 Ionia Ave SW, Grand Rapids, MI 49503-5161",Social District,Pending
GRAND RAPIDS CITY,0266862,TWO JAMES SPIRITS LLC,TWO JAMES SPIRITS,"740 Michigan St NE, Grand Rapids, MI 49503-2582 United States",Social District,Pending
GRANDVILLE CITY,249689,"MICHIGAN MOONSHINE, LLC",,"4005 Chicago Dr SW, Grandville, MI 49418-1201 United States",Social District,Issued
GRANDVILLE CITY,232049,"OSGOOD BREWING, LLC",,"4051 Chicago Dr SW Ste 101, Grandville, MI 49418-1257",Social District,Issued
GRAYLING CITY,236996,"AUSABLE HOSPITALITY, LLC",RAY'S,"204 Ingham St, Grayling, MI 49738-1706",Social District,Issued
GRAYLING CITY,0272658,"BLUEROK, LLC",PADDLE HARD YARD,"117 E Michigan Ave, Grayling, MI 49738-1740 United States",Social District,Issued
GRAYLING CITY,0268306,CJ3 INVESTMENTS LLC,PADDLE HARD BREWING,"227 E Michigan Ave, Grayling, MI 49738-1742 United States",Social District,Issued
GRAYLING CITY,0268784,MICHIGAN BREW LLC,MICHIGAN BREW LLC,"106 E Michigan Ave, Grayling, MI 49738-1741 United States",Social District,Issued
GRAYLING CITY,244076,"ROLLING OAK BREWING COMPANY, L.L.C.",,"509 Norway St, Grayling, MI 49738-1719",Social District,Issued
GRAYLING CITY,160118,"SPIKE'S KEG O'NAILS, INC.",SPIKES KEG O NAILS,"301 N James St, Grayling, MI 49738-1703",Social District,Issued
GREENVILLE CITY,236051,"107 S. LAFAYETTE FLO'S #2, LLC",FLO'S #2,"107 S Lafayette St, Greenville, MI 48838-1933",Social District,Issued
GREENVILLE CITY,258,"RENO BAR, INC.",,"201 S Lafayette St, Greenville, MI 48838-1935",Social District,Issued
GREENVILLE CITY,0271122,"TRUE NORTH TAVERN, LLC",,"217 S Lafayette St, Greenville, MI 48838-1935 United States",Social District,Issued
GREENVILLE CITY,228545,"TWI ACQUISITION, LLC",WINTER INN,"100 N Lafayette St, Greenville, MI 48838-1854",Social District,Pending
GROSSE POINTE CITY,0265895,GROSSE POINTE BAR & GRILL LLC,OLD PONY MARTINI PUB,"17008 Kercheval Ave, Grosse Pointe, MI 48230-1540 United States",Social District,Issued
GROSSE POINTE CITY,3825,"GROSSE POINTE VILLAGE GRILLE, INC.",THE VILLAGE GRILLE,"16980 Kercheval Pl, Grosse Pointe, MI 48230-1554",Social District,Issued
GROSSE POINTE CITY,225943,"SIDESTREET ENTERPRISES, L.L.C.",SIDESTREET DINER,"630 Saint Clair St, Grosse Pointe, MI 48230-1506",Social District,Issued
GROSSE PTE PARK CITY,240800,"15112 KERCHEVAL, LLC",,"15112 Kercheval Ave, Grosse Pointe Park, MI 48230-1360",Social District,Issued
GROSSE PTE PARK CITY,243408,"H&G HOSPITALITY GROUP, LLC",HOWLERS & GROWLERS,"15224 Charlevoix St, Grosse Pointe Park, MI 48230-1010",Social District,Issued
GROSSE PTE PARK CITY,0260454,HIGH FIVES FOR EVERYONE LLC,THE CHARLEVOIX,"14931 Charlevoix St, Grosse Pointe Park, MI 48215-2589 United States",Social District,Issued
GROSSE PTE PARK CITY,0264514,"HIT THE BRICKS, LLC",,"15201 Kercheval Ave, Grosse Pointe Park, MI 48230-1355 United States",Social District,Issued
GROSSE PTE PARK CITY,235788,MARINE CITY VENTURE LLC,O'FLAHERTY'S PUB,"15119 Charlevoix St, Grosse Pointe Park, MI 48230-1007",Social District,Issued
GROSSE PTE PARK CITY,235724,"PARK BREWING, L.L.C.",,"1175 Lakepointe St, Grosse Pointe Park, MI 48230-1319 United States",Social District,Issued
GROSSE PTE PARK CITY,234919,"RC ACQUISITION, LLC",RED CROWN RESTAURANT,"15301 Kercheval Ave, Grosse Pointe Park, MI 48230-1335",Social District,Issued
GROSSE PTE PARK CITY,1266,"RUSTIC CABINS, INC.",RUSTIC CABINS,"15211 Kercheval Ave, Grosse Pointe Park, MI 48230-1355 United States",Social District,Issued
GROSSE PTE PARK CITY,5053,"TORMAC, INC.",EXCALIBUR PARK,"15011 Charlevoix St, Grosse Pointe Park, MI 48230-1001",Social District,Issued
HART CITY,215781,"H.P., LLC",HART PIZZA,"105 E Main St, Hart, MI 49420-1106",Social District,Issued
HART CITY,237795,"K & G MANAGEMENT, LLC",KRISTI'S POUR HOUSE,"211 E Main St, Hart, MI 49420-1172 United States",Social District,Issued
HART CITY,241926,"ROSAS, MARIA DE JESUS",LA PROBADITA,"19 S State St, Hart, MI 49420-1122",Social District,Issued
HASTINGS CITY,0271622,"JEFFERSON STREET INVESTORS II, LLC",,"128 S Jefferson St, Hastings, MI 49058-1826 United States",Social District,Issued
HASTINGS CITY,239455,"KLOO7, LLC",KLOOSTERMANS SPORTS TAP BAR & GRILLE,"201 S Jefferson St, Hastings, MI 49058-1827",Social District,Issued
HASTINGS CITY,222825,"THE SEASONAL GRILLE, LLC",SEASONAL GRILLE,"152 W State St, Hastings, MI 49058-1844",Social District,Issued
HASTINGS CITY,167116,"WBPB, CORP.",WALLDORFF BREW PUB & BISTRO,"105 E State St, Hastings, MI 49058-1808",Social District,Issued
HOLLAND CITY,5543,"84 EAST, INC.",84 EAST,"84 E 8th St, Holland, MI 49423-3504",Social District,Issued
HOLLAND CITY,229272,BIG LAKE BREWING LLC,,"13 W 7th St, Holland, MI 49423-2821 United States",Social District,Issued
HOLLAND CITY,241132,"H I H, INC.",COURTYARD BY MARRIOTT HOLLAND DOWNTOWN BIG E'S SPORTS GRILL,"121 E 8th St, Holland, MI 49423-3503",Social District,Issued
HOLLAND CITY,145195,"HOLLAND PUB, LLC (AN ILLINOIS LIMITED LIABILITY COMPANY)",CURRAGH'S IRISH PUB,"73 E 8th St, Holland, MI 49423-3503",Social District,Issued
HOLLAND CITY,0270689,"HOPCAT HOL, LLC",,"80 W 8th St, Holland, MI 49423-3104 United States",Social District,Issued
HOLLAND CITY,0268347,KRUST 54 INC,KRUST 54,"45 E 8th St, Holland, MI 49423-3501 United States",Social District,Issued
HOLLAND CITY,143520,"NEW HOLLAND BREWING COMPANY, L.L.C.",,"66 E 8th St, Holland, MI 49423-3504",Social District,Issued
HOLLAND CITY,229799,"OUR BREWING COMPANY, LLC",,"76 E 8th St, Holland, MI 49423-3556",Social District,Issued
HOLLAND CITY,5366,"SKILES TAVERN, INC.",SKILES TAVERN,"154 E 8th St, Holland, MI 49423-3504",Social District,Issued
HOLLAND CITY,264583,"SPERRY'S MOVIEHOUSE HOLLAND, LLC",SPERRY'S MOVIEHOUSE HOLLAND,"84 W 8th St, Holland, MI 49423-3104 United States",Social District,Issued
HOLLAND CITY,6411,"THE 8TH STREET GRILLE, INC.",WAVERLY STONE GASTROPUB,"20 W 8th St, Holland, MI 49423-3153",Social District,Issued
HOLLY VILLAGE,233066,"VICTORY SEVEN, LLC",ANDY'S PLACE,"208 S Broad St, Holly, MI 48442-1670",Social District,Escrow
HOLLY VILLAGE,244755,"YIN YANG, INC.",BITTERSWEET CAFE,"112 S Saginaw St, Holly, MI 48442-1610 United States",Social District,Issued
HOWARD CITY VILLAGE,0260641,"PPK VENTURES, LLC",,"101 E Edgerton St, Howard City, MI 49329-5114 United States",Social District,Issued
HOWELL CITY,0269949,"2FP, LLC",2F.O.G.'S PUB,"118 W Grand River Ave, Howell, MI 48843-2237 United States",Social District,Issued
HOWELL CITY,247006,"ABERRANT BREWING COMPANY, INC.",ABBERRANT ALES,"219 W Grand River Ave, Howell, MI 48843-2238 United States",Social District,Issued
HOWELL CITY,235666,"ADAM MERKEL RESTAURANTS, LLC",CELLO ITALIAN RESTAURANT,"209 E Grand River Ave, Howell, MI 48843-2253",Social District,Issued
HOWELL CITY,5188,"CLEARY'S PUB, INC.",CLEARY'S PUB,"205 E Grand River Ave, Howell, MI 48843-2253",Social District,Issued
HOWELL CITY,0268712,CORATTI'S ON GRAND LLC,CORATTI'S PIZZERIA,"316 E Grand River Ave, Howell, MI 48843-2323 United States",Social District,Issued
HOWELL CITY,181052,"HOWELL'S MAIN STREET WINERY, LLC",,"201 W Grand River Ave, Howell, MI 48843-2238",Social District,Issued
HOWELL CITY,226073,"LUCAS-OLIVIA ENTERPRISES, LLC",MOE'S BARBAR SHOP,"106 E Grand River Ave, Howell, MI 48843-3208",Social District,Issued
HOWELL CITY,241325,"MERKEL RESTAURANT GROUP, LLC",DIAMONDS STEAK & SEAFOOD,"102 W Grand River Ave, Howell, MI 48843-2236",Social District,Issued
JACKSON CITY,0260848,ISLAS NITE LITE LLC,NITE LITE,"145 W Pearl St, Jackson, MI 49201-1310 United States",Social District,Issued
JACKSON CITY,265778,"OGMA BREWING CO, LLC",OGMA BREWING CO.,"129 E Michigan Ave, Jackson, MI 49201-1401 United States",Social District,Issued
KALAMAZOO CITY,244106,"GULL LAKE RESTAURANT GROUP II, LLC",FUZE,"224 E Michigan Ave, Kalamazoo, MI 49007-3973",Social District,Escrow
KALAMAZOO CITY,129329,359 CORPORATION,EPIC BISTRO,"359 N Burdick St, Kalamazoo, MI 49007-3829",Social District,Issued
KALAMAZOO CITY,243415,"600, LLC",600 KITCHEN & BAR,"600 E Michigan Ave, Kalamazoo, MI 49007-4908 United States",Social District,Issued
KALAMAZOO CITY,232336,"BANDAK, INC.",TACO BOBS,"248 S Kalamazoo Mall, Kalamazoo, MI 49007-4838",Social District,Issued
KALAMAZOO CITY,18727,"BELL'S BREWERY, INC.",,"315 E Kalamazoo Ave, Kalamazoo, MI 49007-3807",Social District,Issued
KALAMAZOO CITY,248951,"BIRD NEST, LLC",THE STAMPED ROBIN,"128 Portage St, Kalamazoo, MI 49007-4802 United States",Social District,Issued
KALAMAZOO CITY,225791,"BLUE EYES GROUP, LLC",THE WINE LOFT,"161 E Michigan Ave, Kalamazoo, MI 49007-3926",Social District,Issued
KALAMAZOO CITY,0272852,CLEAR HAZE LLC,ROCA,"247 S Kalamazoo Mall, Kalamazoo, MI 49007-4812 United States",Social District,Issued
KALAMAZOO CITY,246299,DECATUR TASTINGS LLC,FINAL GRAVITY BREWING CO,"246 N Kalamazoo Mall, Kalamazoo, MI 49007-3828 United States",Social District,Issued
KALAMAZOO CITY,0264173,"DT WATER STREET, LLC",,"315 E Water St, Kalamazoo, MI 49007-3818 United States",Social District,Issued
KALAMAZOO CITY,248853,"GREEN TOP, LLC",,"250 E Michigan Ave, Kalamazoo, MI 49007-3910",Social District,Issued
KALAMAZOO CITY,132610,"GREENLEAF HOSPITALITY GROUP, INC.",RADISSON PLAZA HOTEL AT KALAMAZOO CENTER,"120 W Michigan, Kalamazoo, MI 49007",Social District,Issued
KALAMAZOO CITY,167340,"HARVEY'S OPERATING COMPANY, LLC",HARVEY'S ON THE MALL,"416 S Burdick St, Kalamazoo, MI 49007-5218",Social District,Issued
KALAMAZOO CITY,0270676,"HOPCAT KZ, LLC",,"300 E Water St, Kalamazoo, MI 49007-5811 United States",Social District,Issued
KALAMAZOO CITY,160919,"IRENE E. KOKKINOS, L.L.C.",VINTNER'S CELLAR WINERY OF KALAMAZOO,"260 E Michigan Ave, Kalamazoo, MI 49007-3910",Social District,Issued
KALAMAZOO CITY,6036,"JULIE ENTERPRISES, INC.",BLUE DOLPHIN,"502 S Burdick St, Kalamazoo, MI 49007-5219",Social District,Issued
KALAMAZOO CITY,0274239,JUNGLEBIRD VENTURES LLC,,"155 W Michigan Ave, Kalamazoo, MI 49007-3997 United States",Social District,Issued
KALAMAZOO CITY,0270005,"KZOO HOTEL PARTNERS, LLC (AN INDIANA LIMITED LIABILITY COMPANY)",,"303 N ROSE ST, KALAMAZOO, MI 49007 United States",Social District,Issued
KALAMAZOO CITY,0262314,L.F.G. BAR LLC,L.F.G. BAR,"116 Portage St, Kalamazoo, MI 49007-4802 United States",Social District,Issued
KALAMAZOO CITY,2775,"MARDI GRAS ENTERPRISES, INC.",HARVEY'S ON THE MALL & STATE THEATRE,"404 S Burdick St, Kalamazoo, MI 49007-5218",Social District,Issued
KALAMAZOO CITY,242343,"MARU KALAMAZOO, LLC",MARU SUSHI AND GRILL,"427 E Michigan Ave, Kalamazoo, MI 49007-3813",Social District,Issued
KALAMAZOO CITY,215819,"MULE HOUSE, INC.",THE OLD DOG,"402 E Kalamazoo Ave, Kalamazoo, MI 49007-3810",Social District,Issued
KALAMAZOO CITY,238969,NOBLE EXPERIMENT LLC,PRINCIPLE,"230 S Kalamazoo Mall, Kalamazoo, MI 49007-4838",Social District,Issued
KALAMAZOO CITY,140780,"PIANO BAR, LLC",MONACO BAY AND WILD BULL,"300 E Michigan Ave, Kalamazoo, MI 49007-3833",Social District,Issued
KALAMAZOO CITY,0265406,"SAUGATUCK BREWING COMPANY, INC.",,"140 S Westnedge Ave, Kalamazoo, MI 49007-4600 United States",Social District,Issued
KALAMAZOO CITY,141292,"THE UNION, LLC",THE UNION,"125 S Kalamazoo Mall, Kalamazoo, MI 49007-4832",Social District,Issued
KALAMAZOO CITY,245279,"TIN CAN KALAMAZOO, LLC",,"167 E Kalamazoo Ave, Kalamazoo, MI 49007-5845 United States",Social District,Issued
KALAMAZOO CITY,0278264,"BEASTRO TWO, LLC",,"214-224 E MICHIGAN AVE, KALAMAZOO, MI 49007 United States",Social District,Pending
KALAMAZOO CITY,0276254,"TRULY KIND, L.L.C.",,"402 S Burdick St, Kalamazoo, MI 49007-5218 United States",Social District,Pending
LAKE ORION VILLAGE,246054,"135 S. BROADWAY WINE, L.L.C.",WINE SOCIAL,"135 S Broadway St, Lake Orion, MI 48362-3122 United States",Social District,Issued
LAKE ORION VILLAGE,8475,AMERICAN LEGION CHARLTON-POLAN POST 233,AMERICAN LEGION CHARLTON-POLAN POST 233,"164 S Broadway St, Lake Orion, MI 48362-3110",Social District,Issued
LAKE ORION VILLAGE,0264116,"HOBBSLO, LLC",ANITA'S KITCHEN,"45 W Flint St, Lake Orion, MI 48362-3137 United States",Social District,Issued
LAKE ORION VILLAGE,246863,"LAKE ORION OPERATIONS, INC.",Fork-N-Pint,"51 N Broadway, Lake Orion, MI 48362",Social District,Issued
LAKE ORION VILLAGE,264621,"LAKE ORION RESTAURANT GROUP, LLC",BITTER TOM'S DISTILLERY,"120 S Broadway St, Lake Orion, MI 48362-3110 United States",Social District,Issued
LAKE ORION VILLAGE,240424,"LOCKHART'S BBQ #2, LLC",LOCKHART'S BBQ,"37 E Flint St, Lake Orion, MI 48362-3287",Social District,Issued
LAKE ORION VILLAGE,0262298,MAE GROUP L.L.C.,OAT SODA LAKE ORION,"197 S Broadway St, Lake Orion, MI 48362-3111 United States",Social District,Issued
LAKE ORION VILLAGE,0270312,MD DOWNTOWN ORION LLC,C.J.'S VILLAGE CAFE,"21 W Flint St & 12 S Broadway St, Lake Orion, MI 48362 United States",Social District,Issued
LAKE ORION VILLAGE,2303,"SAGEBRUSH CANTINA, INC.",SAGEBRUSH CANTINA,"28 S Broadway St, Lake Orion, MI 48362-3108",Social District,Issued
LANSING CITY,189092,"414 ENTERTAINMENT, L.L.C.",HAREM NIGHT CLUB,"414 E Michigan Ave, Lansing, MI 48933-1402",Social District,Issued
